"time","v_C","v_S"
0.0395,1,1
0.0396,1,1
0.0397,1,1
0.0398,1,1
0.0399,1,1
0.04,1,1
0.0401,1,1
0.0402,1,1
0.0403,1,1
0.0404,1,1
0.0405,1,1
0.0406,1,1
0.0407,1,1
0.0408,1,1
0.0409,1,1
0.041,1,1
0.0411,1,1
0.0412,1,1
0.0413,1,1
0.0414,1,1
0.0415,1,1
0.0416,1,1
0.0417,1,1
0.0418,1,1
0.0419,1,1
0.042,1,1
0.0421,1,1
0.0422,1,1
0.0423,1,1
0.0424,1,1
0.0425,1,1
0.0426,1,1
0.0427,1,1
0.0428,1,1
0.0429,1,1
0.043,1,1
0.0431,1,1
0.0432,1,1
0.0433,1,1
0.0434,1,1
0.0435,1,1
0.0436,1,1
0.0437,1,1
0.0438,1,1
0.0439,1,1
0.044,1,1
0.0441,1,1
0.0442,1,1
0.0443,1,1
0.0444,1,1
0.0445,1,1
0.0446,1,1
0.0447,1,1
0.0448,1,1
0.0449,1,1
0.045,1,1
0.0451,1,1
0.0452,1,1
0.0453,1,1
0.0454,1,1
0.0455,1,1
0.0456,1,1
0.0457,1,1
0.0458,1,1
0.0459,1,1
0.046,1,1
0.0461,1,1
0.0462,1,1
0.0463,1,1
0.0464,1,1
0.0465,1,1
0.0466,1,1
0.0467,1,1
0.0468,1,1
0.0469,1,1
0.047,1,1
0.0471,1,1
0.0472,1,1
0.0473,1,1
0.0474,1,1
0.0475,1,1
0.0476,1,1
0.0477,1,1
0.0478,1,1
0.0479,1,1
0.048,1,1
0.0481,1,1
0.0482,1,1
0.0483,1,1
0.0484,1,1
0.0485,1,1
0.0486,1,1
0.0487,1,1
0.0488,1,1
0.0489,1,1
0.049,1,1
0.0491,1,1
0.0492,1,1
0.0493,1,1
0.0494,1,1
0.0495,1,1
0.0496,1,1
0.0497,1,1
0.0498,1,1
0.0499,1,1
0.05,1,1
0.0501,1,1
0.0502,1,1
0.0503,1,1
0.0504,1,1
0.0505,1,1
0.0506,1,1
0.0507,1,1
0.0508,1,1
0.0509,1,1
0.051,1,1
0.0511,1,1
0.0512,1,1
0.0513,1,1
0.0514,1,1
0.0515,1,1
0.0516,1,1
0.0517,1,1
0.0518,1,1
0.0519,1,1
0.052,1,1
0.0521,1,1
0.0522,1,1
0.0523,1,1
0.0524,1,1
0.0525,1,1
0.0526,1,1
0.0527,1,1
0.0528,1,1
0.0529,1,1
0.053,1,1
0.0531,1,1
0.0532,1,1
0.0533,1,1
0.0534,1,1
0.0535,1,1
0.0536,1,1
0.0537,1,1
0.0538,1,1
0.0539,1,1
0.054,1,1
0.0541,1,1
0.0542,1,1
0.0543,1,1
0.0544,1,1
0.0545,1,1
0.0546,1,1
0.0547,1,1
0.0548,1,1
0.0549,1,1
0.055,1,1
0.0551,1,1
0.0552,1,1
0.0553,1,1
0.0554,1,1
0.0555,1,1
0.0556,1,1
0.0557,1,1
0.0558,1,1
0.0559,1,1
0.056,1,1
0.0561,1,1
0.0562,1,1
0.0563,1,1
0.0564,1,1
0.0565,1,1
0.0566,1,1
0.0567,1,1
0.0568,1,1
0.0569,1,1
0.057,1,1
0.0571,1,1
0.0572,1,1
0.0573,1,1
0.0574,1,1
0.0575,1,1
0.0576,1,1
0.0577,1,1
0.0578,1,1
0.0579,1,1
0.058,1,1
0.0581,1,1
0.0582,1,1
0.0583,1,1
0.0584,1,1
0.0585,1,1
0.0586,1,1
0.0587,1,1
0.0588,1,1
0.0589,1,1
0.059,1,1
0.0591,1,1
0.0592,1,1
0.0593,1,1
0.0594,1,1
0.0595,1,1
0.0596,1,1
0.0597,1,1
0.0598,1,1
0.0599,1,1
0.06,1,1
0.0601,1,1
0.0602,1,1
0.0603,1,1
0.0604,1,1
0.0605,1,1
0.0606,1,1
0.0607,1,1
0.0608,1,1
0.0609,1,1
0.061,1,1
0.0611,1,1
0.0612,1,1
0.0613,1,1
0.0614,1,1
0.0615,1,1
0.0616,1,1
0.0617,1,1
0.0618,1,1
0.0619,1,1
0.062,1,1
0.0621,1,1
0.0622,1,1
0.0623,1,1
0.0624,1,1
0.0625,1,1
0.0626,1,1
0.06270000000000001,1,1
0.06279999999999999,1,1
0.0629,1,1
0.063,1,1
0.0631,1,1
0.06320000000000001,1,1
0.0633,1,1
0.0634,1,1
0.0635,1,1
0.0636,1,1
0.06370000000000001,1,1
0.0638,1,1
0.0639,1,1
0.064,1,1
0.0641,1,1
0.06419999999999999,1,1
0.0643,1,1
0.0644,1,1
0.0645,1,1
0.0646,1,1
0.06469999999999999,1,1
0.0648,1,1
0.0649,1,1
0.065,1,1
0.06510000000000001,1,1
0.06519999999999999,1,1
0.0653,1,1
0.0654,1,1
0.0655,1,1
0.06560000000000001,1,1
0.06569999999999999,1,1
0.0658,1,1
0.0659,1,1
0.066,1,1
0.06610000000000001,1,1
0.06619999999999999,1,1
0.0663,1,1
0.0664,1,1
0.0665,1,1
0.06660000000000001,1,1
0.0667,1,1
0.0668,1,1
0.0669,1,1
0.067,1,1
0.06710000000000001,1,1
0.0672,1,1
0.0673,1,1
0.0674,1,1
0.0675,1,1
0.06759999999999999,1,1
0.0677,1,1
0.0678,1,1
0.0679,1,1
0.068,1,1
0.06809999999999999,1,1
0.0682,1,1
0.0683,1,1
0.0684,1,1
0.06850000000000001,1,1
0.06859999999999999,1,1
0.0687,1,1
0.0688,1,1
0.0689,1,1
0.06900000000000001,1,1
0.06909999999999999,1,1
0.0692,1,1
0.0693,1,1
0.0694,1,1
0.06950000000000001,1,1
0.0696,1,1
0.0697,1,1
0.0698,1,1
0.0699,1,1
0.07000000000000001,1,1
0.0701,1,1
0.0702,1,1
0.0703,1,1
0.0704,1,1
0.07049999999999999,1,1
0.0706,1,1
0.0707,1,1
0.0708,1,1
0.0709,1,1
0.07099999999999999,1,1
0.0711,1,1
0.0712,1,1
0.0713,1,1
0.07140000000000001,1,1
0.07149999999999999,1,1
0.0716,1,1
0.0717,1,1
0.0718,1,1
0.07190000000000001,1,1
0.07199999999999999,1,1
0.0721,1,1
0.0722,1,1
0.0723,1,1
0.07240000000000001,1,1
0.0725,1,1
0.0726,1,1
0.0727,1,1
0.0728,1,1
0.07290000000000001,1,1
0.073,1,1
0.0731,1,1
0.0732,1,1
0.0733,1,1
0.07340000000000001,1,1
0.0735,1,1
0.0736,1,1
0.0737,1,1
0.0738,1,1
0.07389999999999999,1,1
0.074,1,1
0.0741,1,1
0.0742,1,1
0.0743,1,1
0.07439999999999999,1,1
0.0745,1,1
0.0746,1,1
0.0747,1,1
0.07480000000000001,1,1
0.07489999999999999,1,1
0.075,1,1
0.0751,1,1
0.0752,1,1
0.07530000000000001,1,1
0.07539999999999999,1,1
0.0755,1,1
0.0756,1,1
0.0757,1,1
0.07580000000000001,1,1
0.0759,1,1
0.076,1,1
0.0761,1,1
0.0762,1,1
0.07630000000000001,1,1
0.0764,1,1
0.0765,1,1
0.0766,1,1
0.0767,1,1
0.07679999999999999,1,1
0.0769,1,1
0.077,1,1
0.0771,1,1
0.0772,1,1
0.07729999999999999,1,1
0.0774,1,1
0.0775,1,1
0.0776,1,1
0.07770000000000001,1,1
0.07779999999999999,1,1
0.0779,1,1
0.078,1,1
0.0781,1,1
0.07820000000000001,1,1
0.07829999999999999,1,1
0.0784,1,1
0.0785,1,1
0.0786,1,1
0.07870000000000001,1,1
0.0788,1,1
0.0789,1,1
0.079,1,1
0.0791,1,1
0.07920000000000001,1,1
0.0793,1,1
0.0794,1,1
0.0795,1,1
0.0796,1,1
0.07969999999999999,1,1
0.0798,1,1
0.0799,1,1
0.08,1,1
0.0801,1,1
0.08019999999999999,1,1
0.0803,1,1
0.0804,1,1
0.0805,1,1
0.0806,1,1
0.08069999999999999,1,1
0.0808,1,1
0.0809,1,1
0.081,1,1
0.08110000000000001,1,1
0.08119999999999999,1,1
0.0813,1,1
0.0814,1,1
0.0815,1,1
0.08160000000000001,1,1
0.08169999999999999,1,1
0.0818,1,1
0.0819,1,1
0.082,1,1
0.08210000000000001,1,1
0.0822,1,1
0.0823,1,1
0.0824,1,1
0.0825,1,1
0.08260000000000001,1,1
0.0827,1,1
0.0828,1,1
0.0829,1,1
0.083,1,1
0.08309999999999999,1,1
0.0832,1,1
0.0833,1,1
0.0834,1,1
0.0835,1,1
0.08359999999999999,1,1
0.0837,1,1
0.0838,1,1
0.0839,1,1
0.08400000000000001,1,1
0.08409999999999999,1,1
0.0842,1,1
0.0843,1,1
0.0844,1,1
0.08450000000000001,1,1
0.08459999999999999,1,1
0.0847,1,1
0.0848,1,1
0.0849,1,1
0.08500000000000001,1,1
0.0851,1,1
0.0852,1,1
0.0853,1,1
0.0854,1,1
0.08550000000000001,1,1
0.0856,1,1
0.0857,1,1
0.0858,1,1
0.0859,1,1
0.08599999999999999,1,1
0.0861,1,1
0.0862,1,1
0.0863,1,1
0.0864,1,1
0.08649999999999999,1,1
0.0866,1,1
0.0867,1,1
0.0868,1,1
0.08690000000000001,1,1
0.08699999999999999,1,1
0.0871,1,1
0.0872,1,1
0.0873,1,1
0.08740000000000001,1,1
0.08749999999999999,1,1
0.0876,1,1
0.0877,1,1
0.0878,1,1
0.08790000000000001,1,1
0.08799999999999999,1,1
0.0881,1,1
0.0882,1,1
0.0883,1,1
0.08840000000000001,1,1
0.0885,1,1
0.0886,1,1
0.0887,1,1
0.0888,1,1
0.08890000000000001,1,1
0.089,1,1
0.0891,1,1
0.0892,1,1
0.0893,1,1
0.08939999999999999,1,1
0.0895,1,1
0.0896,1,1
0.0897,1,1
0.0898,1,1
0.08989999999999999,1,1
0.09,1,1
0.0901,1,1
0.0902,1,1
0.09030000000000001,1,1
0.09039999999999999,1,1
0.0905,1,1
0.0906,1,1
0.0907,1,1
0.09080000000000001,1,1
0.09089999999999999,1,1
0.091,1,1
0.0911,1,1
0.0912,1,1
0.09130000000000001,1,1
0.0914,1,1
0.0915,1,1
0.0916,1,1
0.0917,1,1
0.09180000000000001,1,1
0.0919,1,1
0.092,1,1
0.0921,1,1
0.0922,1,1
0.09229999999999999,1,1
0.0924,1,1
0.0925,1,1
0.0926,1,1
0.0927,1,1
0.09279999999999999,1,1
0.0929,1,1
0.093,1,1
0.0931,1,1
0.09320000000000001,1,1
0.09329999999999999,1,1
0.0934,1,1
0.0935,1,1
0.0936,1,1
0.09370000000000001,1,1
0.09379999999999999,1,1
0.0939,1,1
0.094,1,1
0.0941,1,1
0.09420000000000001,1,1
0.09429999999999999,1,1
0.0944,1,1
0.0945,1,1
0.0946,1,1
0.09470000000000001,1,1
0.0948,1,1
0.0949,1,1
0.095,1,1
0.0951,1,1
0.09520000000000001,1,1
0.0953,1,1
0.0954,1,1
0.0955,1,1
0.0956,1,1
0.09569999999999999,1,1
0.0958,1,1
0.0959,1,1
0.096,1,1
0.0961,1,1
0.09619999999999999,1,1
0.0963,1,1
0.0964,1,1
0.0965,1,1
0.09660000000000001,1,1
0.09669999999999999,1,1
0.0968,1,1
0.0969,1,1
0.097,1,1
0.09710000000000001,1,1
0.09719999999999999,1,1
0.0973,1,1
0.0974,1,1
0.0975,1,1
0.09760000000000001,1,1
0.0977,1,1
0.0978,1,1
0.0979,1,1
0.098,1,1
0.09810000000000001,1,1
0.0982,1,1
0.0983,1,1
0.0984,1,1
0.0985,1,1
0.09859999999999999,1,1
0.0987,1,1
0.0988,1,1
0.0989,1,1
0.099,1,1
0.09909999999999999,1,1
0.0992,1,1
0.0993,1,1
0.0994,1,1
0.09950000000000001,1,1
0.09959999999999999,1,1
0.0997,1,1
0.0998,1,1
0.0999,1,1
0.1,1,1
0.1001,1,1
0.1002,1,1
0.1003,1,1
0.1004,1,1
0.1005,1,1
0.1006,1,1
0.1007,1,1
0.1008,1,1
0.1009,1,1
0.101,1,1
0.1011,1,1
0.1012,1,1
0.1013,1,1
0.1014,1,1
0.1015,1,1
0.1016,1,1
0.1017,1,1
0.1018,1,1
0.1019,1,1
0.102,1,1
0.1021,1,1
0.1022,1,1
0.1023,1,1
0.1024,1,1
0.1025,1,1
0.1026,1,1
0.1027,1,1
0.1028,1,1
0.1029,1,1
0.103,1,1
0.1031,1,1
0.1032,1,1
0.1033,1,1
0.1034,1,1
0.1035,1,1
0.1036,1,1
0.1037,1,1
0.1038,1,1
0.1039,1,1
0.104,1,1
0.1041,1,1
0.1042,1,1
0.1043,1,1
0.1044,1,1
0.1045,1,1
0.1046,1,1
0.1047,1,1
0.1048,1,1
0.1049,1,1
0.105,1,1
0.1051,1,1
0.1052,1,1
0.1053,1,1
0.1054,1,1
0.1055,1,1
0.1056,1,1
0.1057,1,1
0.1058,1,1
0.1059,1,1
0.106,1,1
0.1061,1,1
0.1062,1,1
0.1063,1,1
0.1064,1,1
0.1065,1,1
0.1066,1,1
0.1067,1,1
0.1068,1,1
0.1069,1,1
0.107,1,1
0.1071,1,1
0.1072,1,1
0.1073,1,1
0.1074,1,1
0.1075,1,1
0.1076,1,1
0.1077,1,1
0.1078,1,1
0.1079,1,1
0.108,1,1
0.1081,1,1
0.1082,1,1
0.1083,1,1
0.1084,1,1
0.1085,1,1
0.1086,1,1
0.1087,1,1
0.1088,1,1
0.1089,1,1
0.109,1,1
0.1091,1,1
0.1092,1,1
0.1093,1,1
0.1094,1,1
0.1095,1,1
0.1096,1,1
0.1097,1,1
0.1098,1,1
0.1099,1,1
0.11,1,1
0.1101,1,1
0.1102,1,1
0.1103,1,1
0.1104,1,1
0.1105,1,1
0.1106,1,1
0.1107,1,1
0.1108,1,1
0.1109,1,1
0.111,1,1
0.1111,1,1
0.1112,1,1
0.1113,1,1
0.1114,1,1
0.1115,1,1
0.1116,1,1
0.1117,1,1
0.1118,1,1
0.1119,1,1
0.112,1,1
0.1121,1,1
0.1122,1,1
0.1123,1,1
0.1124,1,1
0.1125,1,1
0.1126,1,1
0.1127,1,1
0.1128,1,1
0.1129,1,1
0.113,1,1
0.1131,1,1
0.1132,1,1
0.1133,1,1
0.1134,1,1
0.1135,1,1
0.1136,1,1
0.1137,1,1
0.1138,1,1
0.1139,1,1
0.114,1,1
0.1141,1,1
0.1142,1,1
0.1143,1,1
0.1144,1,1
0.1145,1,1
0.1146,1,1
0.1147,1,1
0.1148,1,1
0.1149,1,1
0.115,1,1
0.1151,1,1
0.1152,1,1
0.1153,1,1
0.1154,1,1
0.1155,1,1
0.1156,1,1
0.1157,1,1
0.1158,1,1
0.1159,1,1
0.116,1,1
0.1161,1,1
0.1162,1,1
0.1163,1,1
0.1164,1,1
0.1165,1,1
0.1166,1,1
0.1167,1,1
0.1168,1,1
0.1169,1,1
0.117,1,1
0.1171,1,1
0.1172,1,1
0.1173,1,1
0.1174,1,1
0.1175,1,1
0.1176,1,1
0.1177,1,1
0.1178,1,1
0.1179,1,1
0.118,1,1
0.1181,1,1
0.1182,1,1
0.1183,1,1
0.1184,1,1
0.1185,1,1
0.1186,1,1
0.1187,1,1
0.1188,1,1
0.1189,1,1
0.119,1,1
0.1191,1,1
0.1192,1,1
0.1193,1,1
0.1194,1,1
0.1195,1,1
0.1196,1,1
0.1197,1,1
0.1198,1,1
0.1199,1,1
0.12,1,1
0.1201,1,1
0.1202,1,1
0.1203,1,1
0.1204,1,1
0.1205,1,1
0.1206,1,1
0.1207,1,1
0.1208,1,1
0.1209,1,1
0.121,1,1
0.1211,1,1
0.1212,1,1
0.1213,1,1
0.1214,1,1
0.1215,1,1
0.1216,1,1
0.1217,1,1
0.1218,1,1
0.1219,1,1
0.122,1,1
0.1221,1,1
0.1222,1,1
0.1223,1,1
0.1224,1,1
0.1225,1,1
0.1226,1,1
0.1227,1,1
0.1228,1,1
0.1229,1,1
0.123,1,1
0.1231,1,1
0.1232,1,1
0.1233,1,1
0.1234,1,1
0.1235,1,1
0.1236,1,1
0.1237,1,1
0.1238,1,1
0.1239,1,1
0.124,1,1
0.1241,1,1
0.1242,1,1
0.1243,1,1
0.1244,1,1
0.1245,1,1
0.1246,1,1
0.1247,1,1
0.1248,1,1
0.1249,1,1
0.125,1,1
0.1251,1,1
0.1252,1,1
0.1253,1,1
0.1254,1,1
0.1255,1,1
0.1256,1,1
0.1257,1,1
0.1258,1,1
0.1259,1,1
0.126,1,1
0.1261,1,1
0.1262,1,1
0.1263,1,1
0.1264,1,1
0.1265,1,1
0.1266,1,1
0.1267,1,1
0.1268,1,1
0.1269,1,1
0.127,1,1
0.1271,1,1
0.1272,1,1
0.1273,1,1
0.1274,1,1
0.1275,1,1
0.1276,1,1
0.1277,1,1
0.1278,1,1
0.1279,1,1
0.128,1,1
0.1281,1,1
0.1282,1,1
0.1283,1,1
0.1284,1,1
0.1285,1,1
0.1286,1,1
0.1287,1,1
0.1288,1,1
0.1289,1,1
0.129,1,1
0.1291,1,1
0.1292,1,1
0.1293,1,1
0.1294,1,1
0.1295,1,1
0.1296,1,1
0.1297,1,1
0.1298,1,1
0.1299,1,1
0.13,1,1
0.1301,1,1
0.1302,1,1
0.1303,1,1
0.1304,1,1
0.1305,1,1
0.1306,1,1
0.1307,1,1
0.1308,1,1
0.1309,1,1
0.131,1,1
0.1311,1,1
0.1312,1,1
0.1313,1,1
0.1314,1,1
0.1315,1,1
0.1316,1,1
0.1317,1,1
0.1318,1,1
0.1319,1,1
0.132,1,1
0.1321,1,1
0.1322,1,1
0.1323,1,1
0.1324,1,1
0.1325,1,1
0.1326,1,1
0.1327,1,1
0.1328,1,1
0.1329,1,1
0.133,1,1
0.1331,1,1
0.1332,1,1
0.1333,1,1
0.1334,1,1
0.1335,1,1
0.1336,1,1
0.1337,1,1
0.1338,1,1
0.1339,1,1
0.134,1,1
0.1341,1,1
0.1342,1,1
0.1343,1,1
0.1344,1,1
0.1345,1,1
0.1346,1,1
0.1347,1,1
0.1348,1,1
0.1349,1,1
0.135,1,1
0.1351,1,1
0.1352,1,1
0.1353,1,1
0.1354,1,1
0.1355,1,1
0.1356,1,1
0.1357,1,1
0.1358,1,1
0.1359,1,1
0.136,1,1
0.1361,1,1
0.1362,1,1
0.1363,1,1
0.1364,1,1
0.1365,1,1
0.1366,1,1
0.1367,1,1
0.1368,1,1
0.1369,1,1
0.137,1,1
0.1371,1,1
0.1372,1,1
0.1373,1,1
0.1374,1,1
0.1375,1,1
0.1376,1,1
0.1377,1,1
0.1378,1,1
0.1379,1,1
0.138,1,1
0.1381,1,1
0.1382,1,1
0.1383,1,1
0.1384,1,1
0.1385,1,1
0.1386,1,1
0.1387,1,1
0.1388,1,1
0.1389,1,1
0.139,1,1
0.1391,1,1
0.1392,1,1
0.1393,1,1
0.1394,1,1
0.1395,1,1
0.1396,1,1
0.1397,1,1
0.1398,1,1
0.1399,1,1
0.14,1,1
0.1401,1,1
0.1402,1,1
0.1403,1,1
0.1404,1,1
0.1405,1,1
0.1406,1,1
0.1407,1,1
0.1408,1,1
0.1409,1,1
0.141,1,1
0.1411,1,1
0.1412,1,1
0.1413,1,1
0.1414,1,1
0.1415,1,1
0.1416,1,1
0.1417,1,1
0.1418,1,1
0.1419,1,1
0.142,1,1
0.1421,1,1
0.1422,1,1
0.1423,1,1
0.1424,1,1
0.1425,1,1
0.1426,1,1
0.1427,1,1
0.1428,1,1
0.1429,1,1
0.143,1,1
0.1431,1,1
0.1432,1,1
0.1433,1,1
0.1434,1,1
0.1435,1,1
0.1436,1,1
0.1437,1,1
0.1438,1,1
0.1439,1,1
0.144,1,1
0.1441,1,1
0.1442,1,1
0.1443,1,1
0.1444,1,1
0.1445,1,1
0.1446,1,1
0.1447,1,1
0.1448,1,1
0.1449,1,1
0.145,1,1
0.1451,1,1
0.1452,1,1
0.1453,1,1
0.1454,1,1
0.1455,1,1
0.1456,1,1
0.1457,1,1
0.1458,1,1
0.1459,1,1
0.146,1,1
0.1461,1,1
0.1462,1,1
0.1463,1,1
0.1464,1,1
0.1465,1,1
0.1466,1,1
0.1467,1,1
0.1468,1,1
0.1469,1,1
0.147,1,1
0.1471,1,1
0.1472,1,1
0.1473,1,1
0.1474,1,1
0.1475,1,1
0.1476,1,1
0.1477,1,1
0.1478,1,1
0.1479,1,1
0.148,1,1
0.1481,1,1
0.1482,1,1
0.1483,1,1
0.1484,1,1
0.1485,1,1
0.1486,1,1
0.1487,1,1
0.1488,1,1
0.1489,1,1
0.149,1,1
0.1491,1,1
0.1492,1,1
0.1493,1,1
0.1494,1,1
0.1495,1,1
0.1496,1,1
0.1497,1,1
0.1498,1,1
0.1499,1,1
0.15,1,1
0.1501,1,1
0.1502,1,1
0.1503,1,1
0.1504,1,1
0.1505,1,1
0.1506,1,1
0.1507,1,1
0.1508,1,1
0.1509,1,1
0.151,1,1
0.1511,1,1
0.1512,1,1
0.1513,1,1
0.1514,1,1
0.1515,1,1
0.1516,1,1
