"time","v_C","v_S"
0.0138,1.239021013701207,1
0.0139,1.228687130846322,1
0.014,1.218280153702503,1
0.0141,1.207811485639386,1
0.0142,1.197292492966487,1
0.0143,1.186734327444255,1
0.0144,1.176148035495957,1
0.0145,1.165544518241662,1
0.0146,1.154934576131422,1
0.0147,1.144328903503567,1
0.0148,1.133737904366831,1
0.0149,1.12317185566351,1
0.015,1.11264084692417,1
0.0151,1.102154889972529,1
0.0152,1.091723693426778,1
0.0153,1.081356766939805,1
0.0154,1.071063419433781,1
0.0155,1.060852772452966,1
0.0156,1.050733822415123,1
0.0157,1.040715180081634,1
0.0158,1.030805279098175,1
0.0159,1.021012309269523,1
0.016,1.011344318659585,1
0.0161,1.001809048301212,1
0.0162,0.9924139456797395,1
0.0163,0.9831662277230357,1
0.0164,0.9740728625021395,1
0.0165,0.9651406907079079,1
0.0166,0.9563761043349338,1
0.0167,0.9477852899594581,1
0.0168,0.9393741584730789,1
0.0169,0.93114843308761,1
0.017,0.9231135603522579,1
0.0171,0.9152746187389954,1
0.0172,0.9076364519429546,1
0.0173,0.9002036207192043,1
0.0174,0.8929805718965323,1
0.0175,0.8859712749349836,1
0.0176,0.8791794878661027,1
0.0177,0.8726086865657255,1
0.0178,0.8662621279540657,1
0.0179,0.8601428456978261,1
0.018,0.8542534676212032,1
0.0181,0.8485964005458991,1
0.0182,0.8431737751819481,1
0.0183,0.8379875671750583,1
0.0184,0.8330393730548379,1
0.0185,0.8283305344681696,1
0.0186,0.8238621392452414,1
0.0187,0.8196350463327633,1
0.0188,0.8156499478477925,1
0.0189,0.811907135231552,1
0.019,0.8084067047044232,1
0.0191,0.8051485028337793,1
0.0192,0.8021322057964363,1
0.0193,0.7993572057466665,1
0.0194,0.7968226352425106,1
0.0195,0.794527412926657,1
0.0196,0.7924702423923696,1
0.0197,0.7906497124285362,1
0.0198,0.789064052094245,1
0.0199,0.7877113308873582,1
0.02,0.7865894104519322,1
0.0201,0.7856959907612787,1
0.0202,0.7850285721956478,1
0.0203,0.7845844261904484,1
0.0204,0.784360657215855,1
0.0205,0.7843541889751687,1
0.0206,0.7845618710483754,1
0.0207,0.784980266468386,1
0.0208,0.7856058191290163,1
0.0209,0.7864348172211731,1
0.021,0.7874634154698501,1
0.0211,0.7886876375204975,1
0.0212,0.7901033383297968,1
0.0213,0.7917062548539582,1
0.0214,0.7934919981455604,1
0.0215,0.7954561133939021,1
0.0216,0.7975939835063873,1
0.0217,0.7999008943596246,1
0.0218,0.8023720382112383,1
0.0219,0.8050025172931347,1
0.022,0.807787353355774,1
0.0221,0.8107214788820027,1
0.0222,0.8137997561591651,1
0.0223,0.8170169797286286,1
0.0224,0.8203679001310842,1
0.0225,0.8238472028354451,1
0.0226,0.8274495211927003,1
0.0227,0.8311694512278899,1
0.0228,0.8350015511741222,1
0.0229,0.8389403330110025,1
0.023,0.8429803071596054,1
0.0231,0.8471159578071646,1
0.0232,0.8513417571657296,1
0.0233,0.8556521671529627,1
0.0234,0.8600416501019348,1
0.0235,0.8645046776298971,1
0.0236,0.869035731165776,1
0.0237,0.8736293087761364,1
0.0238,0.8782798829930679,1
0.0239,0.8829820105335947,1
0.024,0.8877302598655082,1
0.0241,0.8925192369604013,1
0.0242,0.8973435768622536,1
0.0243,0.9021979532359224,1
0.0244,0.9070771156586633,1
0.0245,0.9119758604080046,1
0.0246,0.9168890461551054,1
0.0247,0.9218115368913028,1
0.0248,0.926738325863217,1
0.0249,0.9316644683560837,1
0.025,0.9365850925740892,1
0.0251,0.9414953946882719,1
0.0252,0.9463906269063392,1
0.0253,0.9512661787247201,1
0.0254,0.9561175128723897,1
0.0255,0.9609401887512397,1
0.0256,0.9657298073823372,1
0.0257,0.9704821095122805,1
0.0258,0.9751929512738969,1
0.0259,0.9798582833731377,1
0.026,0.9844741575464673,1
0.0261,0.9890366849531026,1
0.0262,0.9935421621035656,1
0.0263,0.9979869753392675,1
0.0264,1.00236763030617,1
0.0265,1.00668070605732,1
0.0266,1.010922912900569,1
0.0267,1.015091119688754,1
0.0268,1.019182300211476,1
0.0269,1.023193552649597,1
0.027,1.027122030020496,1
0.0271,1.030965100148584,1
0.0272,1.03472022824588,1
0.0273,1.038385009602077,1
0.0274,1.041957136067299,1
0.0275,1.045434411648535,1
0.0276,1.048814825791129,1
0.0277,1.052096473742257,1
0.0278,1.055277582159303,1
0.0279,1.058356442444848,1
0.028,1.061331542863556,1
0.0281,1.064201486463359,1
0.0282,1.066965001572332,1
0.0283,1.069620925135721,1
0.0284,1.07216818326069,1
0.0285,1.074605895226518,1
0.0286,1.076933279408276,1
0.0287,1.079149679640436,1
0.0288,1.081254516407935,1
0.0289,1.083247365843616,1
0.029,1.085127931773139,1
0.0291,1.086896028301506,1
0.0292,1.088551578381802,1
0.0293,1.090094571968623,1
0.0294,1.091525180864494,1
0.0295,1.092843663599991,1
0.0296,1.09405038953326,1
0.0297,1.095145806882242,1
0.0298,1.096130478008469,1
0.0299,1.0970050894389,1
0.03,1.097770418113875,1
0.0301,1.098427339039514,1
0.0302,1.098976775678086,1
0.0303,1.099419805498385,1
0.0304,1.09975757647898,1
0.0305,1.099991326331155,1
0.0306,1.100122364147499,1
0.0307,1.100152076550137,1
0.0308,1.100081955368238,1
0.0309,1.099913560543475,1
0.031,1.099648528560514,1
0.0311,1.099288537467741,1
0.0312,1.098835368822156,1
0.0313,1.098290863219799,1
0.0314,1.097656924111786,1
0.0315,1.096935510567046,1
0.0316,1.096128630084861,1
0.0317,1.095238364229038,1
0.0318,1.094266839911636,1
0.0319,1.093216234066915,1
0.032,1.092088758005952,1
0.0321,1.090886676265384,1
0.0322,1.089612295390328,1
0.0323,1.088267957471962,1
0.0324,1.086856038543587,1
0.0325,1.085378942075278,1
0.0326,1.083839106877205,1
0.0327,1.082238995410423,1
0.0328,1.080581093292046,1
0.0329,1.078867908014442,1
0.033,1.077101964112478,1
0.0331,1.075285799924199,1
0.0332,1.073421966251457,1
0.0333,1.071513022961212,1
0.0334,1.069561536138581,1
0.0335,1.067570075239871,1
0.0336,1.065541210245623,1
0.0337,1.063477508813654,1
0.0338,1.061381561416422,1
0.0339,1.059255946138984,1
0.034,1.057103195846472,1
0.0341,1.054925851603102,1
0.0342,1.052726439591479,1
0.0343,1.050507468375158,1
0.0344,1.048271426161187,1
0.0345,1.046020778062672,1
0.0346,1.043757963361326,1
0.0347,1.041485451526026,1
0.0348,1.039205718814603,1
0.0349,1.036921053182196,1
0.035,1.034633786375612,1
0.0351,1.03234621359639,1
0.0352,1.030060590929402,1
0.0353,1.027779132771466,1
0.0354,1.02550400925994,1
0.0355,1.023237398181072,1
0.0356,1.020981749756558,1
0.0357,1.018738889357228,1
0.0358,1.01651083951386,1
0.0359,1.01429957250628,1
0.036,1.012107008157566,1
0.0361,1.009935011628261,1
0.0362,1.00778539121058,1
0.0363,1.005659896122616,1
0.0364,1.003560740031294,1
0.0365,1.001489341763689,1
0.0366,0.9994472939897729,1
0.0367,0.9974361649527382,1
0.0368,0.995457461868778,1
0.0369,0.9935126291769342,1
0.037,0.9916030467889456,1
0.0371,0.9897302729401312,1
0.0372,0.9878957361102838,1
0.0373,0.9861005088931724,1
