"time","rv.Wref","rv.W"
0.07083333333333333,180,180
0.07166666666666667,180,180
0.0725,180,180
0.07333333333333333,180,180
0.07416666666666667,180,180
0.075,180,180
0.07583333333333334,180,180
0.07666666666666666,180,180
0.0775,180,180
0.07833333333333334,180,180
0.07916666666666666,180,180
0.08,180,180
0.08083333333333333,180,180
0.08166666666666667,180,180
0.0825,180,180
0.08333333333333333,180,180
0.08416666666666667,180,180
0.08500000000000001,180,180
0.08583333333333333,180,180
0.08666666666666667,180,180
0.08749999999999999,180,180
0.08833333333333333,180,180
0.08916666666666667,180,180
0.09,180,180
0.09083333333333334,180,180
0.09166666666666666,180,180
0.0925,180,180
0.09333333333333334,180,180
0.09416666666666666,180,180
0.095,180,180
0.09583333333333334,180,180
0.09666666666666666,180,180
0.0975,180,180
0.09833333333333333,180,180
0.09916666666666667,180,180
0.1,180,180
0.1008333333333333,180,180
0.1016666666666667,180,180
0.1025,180,180
0.1033333333333333,180,180
0.1041666666666667,180,180
0.105,180,180
0.1058333333333333,180,180
0.1066666666666667,180,180
0.1075,180,180
0.1083333333333333,180,180
0.1091666666666667,180,180
0.11,180,180
0.1108333333333333,180,180
0.1116666666666667,180,180
0.1125,180,180
0.1133333333333333,180,180
0.1141666666666667,180,180
0.115,180,180
0.1158333333333333,180,180
0.1166666666666667,180,180
0.1175,180,180
0.1183333333333333,180,180
0.1191666666666667,180,180
0.12,180,180
0.1208333333333333,180,180
0.1216666666666667,180,180
0.1225,180,180
0.1233333333333333,180,180
0.1241666666666667,180,180
0.125,180,180
0.1258333333333333,180,180
0.1266666666666667,180,180
0.1275,180,180
0.1283333333333333,180,180
0.1291666666666667,180,180
0.13,180,180
0.1308333333333333,180,180
0.1316666666666667,180,180
0.1325,180,180
0.1333333333333333,180,180
0.1341666666666667,180,180
0.135,180,180
0.1358333333333333,180,180
0.1366666666666667,180,180
0.1375,180,180
0.1383333333333333,180,180
0.1391666666666667,180,180
0.14,180,180
0.1408333333333333,180,180
0.1416666666666667,180,180
0.1425,180,180
0.1433333333333333,180,180
0.1441666666666667,180,180
0.145,180,180
0.1458333333333333,180,180
0.1466666666666667,180,180
0.1475,180,180
0.1483333333333333,180,180
0.1491666666666667,180,180
0.15,180,180
0.1508333333333333,180,180
0.1516666666666667,180,180
0.1525,180,180
0.1533333333333333,180,180
0.1541666666666667,180,180
0.155,180,180
0.1558333333333333,180,180
0.1566666666666667,180,180
0.1575,180,180
0.1583333333333333,180,180
0.1591666666666667,180,180
0.16,180,180
0.1608333333333333,180,180
0.1616666666666667,180,180
0.1625,180,180
0.1633333333333333,180,180
0.1641666666666667,180,180
0.165,180,180
0.1658333333333333,180,180
0.1666666666666667,180,180
0.1675,180,180
0.1683333333333333,180,180
0.1691666666666667,180,180
0.17,180,180
0.1708333333333333,180,180
0.1716666666666667,180,180
0.1725,180,180
0.1733333333333333,180,180
0.1741666666666667,180,180
0.175,180,180
0.1758333333333333,180,180
0.1766666666666667,180,180
0.1775,180,180
0.1783333333333333,180,180
0.1791666666666667,180,180
0.18,180,180
0.1808333333333333,180,180
0.1816666666666667,180,180
0.1825,180,180
0.1833333333333333,180,180
0.1841666666666667,180,180
0.185,180,180
0.1858333333333333,180,180
0.1866666666666667,180,180
0.1875,180,180
0.1883333333333333,180,180
0.1891666666666667,180,180
0.19,180,180
0.1908333333333333,180,180
0.1916666666666667,180,180
0.1925,180,180
0.1933333333333333,180,180
0.1941666666666667,180,180
0.195,180,180
0.1958333333333333,180,180
0.1966666666666667,180,180
0.1975,180,180
0.1983333333333333,180,180
0.1991666666666667,180,180
0.2,180,180
0.2008333333333333,180,180
0.2016666666666667,180,180
0.2025,180,180
0.2033333333333333,180,180
0.2041666666666667,180,180
0.205,180,180
0.2058333333333333,180,180
0.2066666666666667,180,180
0.2075,180,180
0.2083333333333333,180,180
0.2091666666666667,180,180
0.21,180,180
0.2108333333333333,180,180
0.2116666666666667,180,180
0.2125,180,180
0.2133333333333333,180,180
0.2141666666666667,180,180
0.215,180,180
0.2158333333333333,180,180
0.2166666666666667,180,180
0.2175,180,180
0.2183333333333333,180,180
0.2191666666666667,180,180
0.22,180,180
0.2208333333333333,180,180
0.2216666666666667,180,180
0.2225,180,180
0.2233333333333333,180,180
0.2241666666666667,180,180
0.225,180,180
0.2258333333333333,180,180
0.2266666666666667,180,180
0.2275,180,180
0.2283333333333333,180,180
0.2291666666666667,180,180
0.23,180,180
0.2308333333333333,180,180
0.2316666666666667,180,180
0.2325,180,180
0.2333333333333333,180,180
0.2341666666666667,180,180
0.235,180,180
0.2358333333333333,180,180
0.2366666666666667,180,180
0.2375,180,180
0.2383333333333333,180,180
0.2391666666666667,180,180
0.24,180,180
0.2408333333333333,180,180
0.2416666666666667,180,180
0.2425,180,180
0.2433333333333333,180,180
0.2441666666666667,180,180
0.245,180,180
0.2458333333333333,180,180
0.2466666666666667,180,180
0.2475,180,180
0.2483333333333333,180,180
0.2491666666666667,180,180
0.25,180,180
0.2508333333333334,180,180
0.2516666666666666,180,180
0.2525,180,180
0.2533333333333334,180,180
0.2541666666666667,180,180
0.255,180,180
0.2558333333333334,180,180
0.2566666666666667,180,180
0.2575,180,180
0.2583333333333334,180,180
0.2591666666666667,180,180
0.26,180,180
0.2608333333333333,180,180
0.2616666666666667,180,180
0.2625,180,180
0.2633333333333333,180,180
0.2641666666666667,180,180
0.265,180,180
0.2658333333333333,180,180
0.2666666666666667,180,180
0.2675,180,180
0.2683333333333333,180,180
0.2691666666666667,180,180
0.27,180,180
0.2708333333333333,180,180
0.2716666666666667,180,180
0.2725,180,180
0.2733333333333333,180,180
0.2741666666666667,180,180
0.275,180,180
0.2758333333333333,180,180
0.2766666666666667,180,180
0.2775,180,180
0.2783333333333333,180,180
0.2791666666666667,180,180
0.28,180,180
0.2808333333333333,180,180
0.2816666666666667,180,180
0.2825,180,180
0.2833333333333333,180,180
0.2841666666666667,180,180
0.285,180,180
0.2858333333333333,180,180
0.2866666666666667,180,180
0.2875,180,180
0.2883333333333333,180,180
0.2891666666666667,180,180
0.29,180,180
0.2908333333333333,180,180
0.2916666666666667,180,180
0.2925,180,180
0.2933333333333333,180,180
0.2941666666666667,180,180
0.295,180,180
0.2958333333333333,180,180
0.2966666666666667,180,180
0.2975,180,180
0.2983333333333333,180,180
0.2991666666666667,180,180
0.3,180,180
0.3008333333333333,180,180
0.3016666666666667,180,180
0.3025,180,180
0.3033333333333333,180,180
0.3041666666666666,180,180
0.305,180,180
0.3058333333333333,180,180
0.3066666666666666,180,180
0.3075,180,180
0.3083333333333333,180,180
0.3091666666666666,180,180
0.31,180,180
0.3108333333333334,180,180
0.3116666666666666,180,180
0.3125,180,180
0.3133333333333334,180,180
0.3141666666666666,180,180
0.315,180,180
0.3158333333333334,180,180
0.3166666666666667,180,180
0.3175,180,180
0.3183333333333334,180,180
0.3191666666666667,180,180
0.32,180,180
0.3208333333333334,180,180
0.3216666666666667,180,180
0.3225,180,180
0.3233333333333333,180,180
0.3241666666666667,180,180
0.325,180,180
0.3258333333333333,180,180
0.3266666666666667,180,180
0.3275,180,180
0.3283333333333333,180,180
0.3291666666666667,180,180
0.33,180,180
0.3308333333333333,180,180
0.3316666666666667,180,180
0.3325,180,180
0.3333333333333333,180,180
0.3341666666666667,180,180
0.335,180,180
0.3358333333333333,180,180
0.3366666666666667,180,180
0.3375,180,180
0.3383333333333333,180,180
0.3391666666666667,180,180
0.34,180,180
0.3408333333333333,180,180
0.3416666666666667,180,180
0.3425,180,180
0.3433333333333333,180,180
0.3441666666666667,180,180
0.345,180,180
0.3458333333333333,180,180
0.3466666666666667,180,180
0.3475,180,180
0.3483333333333333,180,180
0.3491666666666667,180,180
0.35,180,180
0.3508333333333333,180,180
0.3516666666666667,180,180
0.3525,180,180
0.3533333333333333,180,180
0.3541666666666667,180,180
0.355,180,180
0.3558333333333333,180,180
0.3566666666666667,180,180
0.3575,180,180
0.3583333333333333,180,180
0.3591666666666667,180,180
0.36,180,180
0.3608333333333333,180,180
0.3616666666666667,180,180
0.3625,180,180
0.3633333333333333,180,180
0.3641666666666667,180,180
0.365,180,180
0.3658333333333333,180,180
0.3666666666666666,180,180
0.3675,180,180
0.3683333333333333,180,180
0.3691666666666666,180,180
0.37,180,180
0.3708333333333333,180,180
0.3716666666666666,180,180
0.3725,180,180
0.3733333333333334,180,180
0.3741666666666666,180,180
0.375,180,180
0.3758333333333334,180,180
0.3766666666666666,180,180
0.3775,180,180
0.3783333333333334,180,180
0.3791666666666667,180,180
0.38,180,180
0.3808333333333334,180,180
0.3816666666666667,180,180
0.3825,180,180
0.3833333333333334,180,180
0.3841666666666667,180,180
0.385,180,180
0.3858333333333333,180,180
0.3866666666666667,180,180
0.3875,180,180
0.3883333333333333,180,180
0.3891666666666667,180,180
0.39,180,180
0.3908333333333333,180,180
0.3916666666666667,180,180
0.3925,180,180
0.3933333333333333,180,180
0.3941666666666667,180,180
0.395,180,180
0.3958333333333333,180,180
0.3966666666666667,180,180
0.3975,180,180
0.3983333333333333,180,180
0.3991666666666667,180,180
0.4,180,180
0.4008333333333333,180,180
0.4016666666666667,180,180
0.4025,180,180
0.4033333333333333,180,180
0.4041666666666667,180,180
0.405,180,180
0.4058333333333333,180,180
0.4066666666666667,180,180
0.4075,180,180
0.4083333333333333,180,180
0.4091666666666667,180,180
0.41,180,180
0.4108333333333333,180,180
0.4116666666666667,180,180
0.4125,180,180
0.4133333333333333,180,180
0.4141666666666667,180,180
0.415,180,180
0.4158333333333333,180,180
0.4166666666666667,180,180
0.4175,180,180
0.4183333333333333,180,180
0.4191666666666667,180,180
0.42,180,180
0.4208333333333333,180,180
0.4216666666666667,180,180
0.4225,180,180
0.4233333333333333,180,180
0.4241666666666667,180,180
0.425,180,180
0.4258333333333333,180,180
0.4266666666666667,180,180
0.4275,180,180
0.4283333333333333,180,180
0.4291666666666666,180,180
0.43,180,180
0.4308333333333333,180,180
0.4316666666666666,180,180
0.4325,180,180
0.4333333333333333,180,180
0.4341666666666666,180,180
0.435,180,180
0.4358333333333334,180,180
0.4366666666666666,180,180
0.4375,180,180
0.4383333333333334,180,180
0.4391666666666666,180,180
0.44,180,180
0.4408333333333334,180,180
0.4416666666666667,180,180
0.4425,180,180
0.4433333333333334,180,180
0.4441666666666667,180,180
0.445,180,180
0.4458333333333334,180,180
0.4466666666666667,180,180
0.4475,180,180
0.4483333333333333,180,180
0.4491666666666667,180,180
0.45,180,180
0.4508333333333333,180,180
0.4516666666666667,180,180
0.4525,180,180
0.4533333333333333,180,180
0.4541666666666667,180,180
0.455,180,180
0.4558333333333333,180,180
0.4566666666666667,180,180
0.4575,180,180
0.4583333333333333,180,180
0.4591666666666667,180,180
0.46,180,180
0.4608333333333333,180,180
0.4616666666666667,180,180
0.4625,180,180
0.4633333333333333,180,180
0.4641666666666667,180,180
0.465,180,180
0.4658333333333333,180,180
0.4666666666666667,180,180
0.4675,180,180
0.4683333333333333,180,180
0.4691666666666667,180,180
0.47,180,180
0.4708333333333333,180,180
0.4716666666666667,180,180
0.4725,180,180
0.4733333333333333,180,180
0.4741666666666667,180,180
0.475,180,180
0.4758333333333333,180,180
0.4766666666666667,180,180
0.4775,180,180
0.4783333333333333,180,180
0.4791666666666667,180,180
0.48,180,180
0.4808333333333333,180,180
0.4816666666666667,180,180
0.4825,180,180
0.4833333333333333,180,180
0.4841666666666667,180,180
0.485,180,180
0.4858333333333333,180,180
0.4866666666666667,180,180
0.4875,180,180
0.4883333333333333,180,180
0.4891666666666667,180,180
0.49,180,180
0.4908333333333333,180,180
0.4916666666666666,180,180
0.4925,180,180
0.4933333333333333,180,180
0.4941666666666666,180,180
0.495,180,180
0.4958333333333333,180,180
0.4966666666666666,180,180
0.4975,180,180
0.4983333333333334,180,180
0.4991666666666666,180,180
0.5,180,180
0.5008333333333334,180,180
0.5016666666666667,180,180
0.5024999999999999,180,180
0.5033333333333333,180,180
0.5041666666666667,180,180
0.505,180,180
0.5058333333333334,180,180
0.5066666666666667,180,180
0.5075,180,180
0.5083333333333333,180,180
0.5091666666666667,180,180
0.51,180,180
0.5108333333333334,180,180
0.5116666666666667,180,180
0.5125,180,180
0.5133333333333333,180,180
0.5141666666666667,180,180
0.515,180,180
0.5158333333333334,180,180
0.5166666666666667,180,180
0.5175,180,180
0.5183333333333333,180,180
0.5191666666666667,180,180
0.52,180,180
0.5208333333333334,180,180
0.5216666666666666,180,180
0.5225,180,180
0.5233333333333333,180,180
0.5241666666666667,180,180
0.525,180,180
0.5258333333333334,180,180
0.5266666666666666,180,180
0.5275,180,180
0.5283333333333333,180,180
0.5291666666666667,180,180
0.53,180,180
0.5308333333333334,180,180
0.5316666666666666,180,180
0.5325,180,180
0.5333333333333333,180,180
0.5341666666666667,180,180
0.535,180,180
0.5358333333333334,180,180
0.5366666666666666,180,180
0.5375,180,180
0.5383333333333333,180,180
0.5391666666666667,180,180
0.54,180,180
0.5408333333333334,180,180
0.5416666666666666,180,180
0.5425,180,180
0.5433333333333333,180,180
0.5441666666666667,180,180
0.545,180,180
0.5458333333333333,180,180
0.5466666666666666,180,180
0.5475,180,180
0.5483333333333333,180,180
0.5491666666666667,180,180
0.55,180,180
0.5508333333333333,180,180
0.5516666666666666,180,180
0.5525,180,180
0.5533333333333333,180,180
0.5541666666666667,180,180
0.555,180,180
0.5558333333333333,180,180
0.5566666666666666,180,180
0.5575,180,180
0.5583333333333333,180,180
0.5591666666666667,180,180
0.5600000000000001,180,180
0.5608333333333333,180,180
0.5616666666666666,180,180
0.5625,180,180
0.5633333333333334,180,180
0.5641666666666667,180,180
0.5649999999999999,180,180
0.5658333333333333,180,180
0.5666666666666667,180,180
0.5675,180,180
0.5683333333333334,180,180
0.5691666666666667,180,180
0.57,180,180
0.5708333333333333,180,180
0.5716666666666667,180,180
0.5725,180,180
0.5733333333333334,180,180
0.5741666666666667,180,180
0.575,180,180
0.5758333333333333,180,180
0.5766666666666667,180,180
0.5775,180,180
0.5783333333333334,180,180
0.5791666666666667,180,180
0.58,180,180
0.5808333333333333,180,180
0.5816666666666667,180,180
0.5825,180,180
0.5833333333333334,180,180
0.5841666666666666,180,180
0.585,180,180
0.5858333333333333,180,180
0.5866666666666667,180,180
0.5875,180,180
0.5883333333333334,180,180
0.5891666666666666,180,180
0.59,180,180
0.5908333333333333,180,180
0.5916666666666667,180,180
0.5925,180,180
0.5933333333333334,180,180
0.5941666666666666,180,180
0.595,180,180
0.5958333333333333,180,180
0.5966666666666667,180,180
0.5975,180,180
0.5983333333333334,180,180
0.5991666666666666,180,180
0.6,180,180
0.6008333333333333,180,180
0.6016666666666667,180,180
0.6025,180,180
0.6033333333333334,180,180
0.6041666666666666,180,180
0.605,180,180
0.6058333333333333,180,180
0.6066666666666667,180,180
0.6075,180,180
0.6083333333333333,180,180
0.6091666666666666,180,180
0.61,180,180
0.6108333333333333,180,180
0.6116666666666667,180,180
0.6125,180,180
0.6133333333333333,180,180
0.6141666666666666,180,180
0.615,180,180
0.6158333333333333,180,180
0.6166666666666667,180,180
0.6175,180,180
0.6183333333333333,180,180
0.6191666666666666,180,180
0.62,180,180
0.6208333333333333,180,180
0.6216666666666667,180,180
0.6225000000000001,180,180
0.6233333333333333,180,180
0.6241666666666666,180,180
0.625,180,180
0.6258333333333334,180,180
0.6266666666666667,180,180
0.6274999999999999,180,180
0.6283333333333333,180,180
0.6291666666666667,180,180
0.63,180,180
0.6308333333333334,180,180
0.6316666666666667,180,180
0.6325,180,180
0.6333333333333333,180,180
0.6341666666666667,180,180
0.635,180,180
0.6358333333333334,180,180
0.6366666666666667,180,180
0.6375,180,180
0.6383333333333333,180,180
0.6391666666666667,180,180
0.64,180,180
0.6408333333333334,180,180
0.6416666666666667,180,180
0.6425,180,180
0.6433333333333333,180,180
0.6441666666666667,180,180
0.645,180,180
0.6458333333333334,180,180
0.6466666666666666,180,180
0.6475,180,180
0.6483333333333333,180,180
0.6491666666666667,180,180
0.65,180,180
0.6508333333333334,180,180
0.6516666666666666,180,180
0.6525,180,180
0.6533333333333333,180,180
0.6541666666666667,180,180
0.655,180,180
0.6558333333333334,180,180
0.6566666666666666,180,180
0.6575,180,180
0.6583333333333333,180,180
0.6591666666666667,180,180
0.66,180,180
0.6608333333333334,180,180
0.6616666666666666,180,180
0.6625,180,180
0.6633333333333333,180,180
0.6641666666666667,180,180
0.665,180,180
0.6658333333333334,180,180
0.6666666666666666,180,180
0.6675,180,180
0.6683333333333333,180,180
0.6691666666666667,180,180
0.67,180,180
0.6708333333333333,180,180
0.6716666666666666,180,180
0.6725,180,180
0.6733333333333333,180,180
0.6741666666666667,180,180
0.675,180,180
0.6758333333333333,180,180
0.6766666666666666,180,180
0.6775,180,180
0.6783333333333333,180,180
0.6791666666666667,180,180
0.68,180,180
0.6808333333333333,180,180
0.6816666666666666,180,180
0.6825,180,180
0.6833333333333333,180,180
0.6841666666666667,180,180
0.6850000000000001,180,180
0.6858333333333333,180,180
0.6866666666666666,180,180
0.6875,180,180
0.6883333333333334,180,180
0.6891666666666667,180,180
0.6899999999999999,180,180
0.6908333333333333,180,180
0.6916666666666667,180,180
0.6925,180,180
0.6933333333333334,180,180
0.6941666666666667,180,180
0.695,180,180
0.6958333333333333,180,180
0.6966666666666667,180,180
0.6975,180,180
0.6983333333333334,180,180
0.6991666666666667,180,180
0.7,180,180
0.7008333333333333,180,180
0.7016666666666667,180,180
0.7025,180,180
0.7033333333333334,180,180
0.7041666666666667,180,180
0.705,180,180
0.7058333333333333,180,180
0.7066666666666667,180,180
0.7075,180,180
0.7083333333333334,180,180
0.7091666666666666,180,180
0.71,180,180
0.7108333333333333,180,180
0.7116666666666667,180,180
0.7125,180,180
0.7133333333333334,180,180
0.7141666666666666,180,180
0.715,180,180
0.7158333333333333,180,180
0.7166666666666667,180,180
0.7175,180,180
0.7183333333333334,180,180
0.7191666666666666,180,180
0.72,180,180
0.7208333333333333,180,180
0.7216666666666667,180,180
0.7225,180,180
0.7233333333333334,180,180
0.7241666666666666,180,180
0.725,180,180
0.7258333333333333,180,180
0.7266666666666667,180,180
0.7275,180,180
0.7283333333333334,180,180
0.7291666666666666,180,180
0.73,180,180
0.7308333333333333,180,180
0.7316666666666667,180,180
0.7325,180,180
0.7333333333333333,180,180
0.7341666666666666,180,180
0.735,180,180
0.7358333333333333,180,180
0.7366666666666667,180,180
0.7375,180,180
0.7383333333333333,180,180
0.7391666666666666,180,180
0.74,180,180
0.7408333333333333,180,180
0.7416666666666667,180,180
0.7425,180,180
0.7433333333333333,180,180
0.7441666666666666,180,180
0.745,180,180
0.7458333333333333,180,180
0.7466666666666667,180,180
0.7475000000000001,180,180
0.7483333333333333,180,180
0.7491666666666666,180,180
0.75,180,180
0.7508333333333334,180,180
0.7516666666666667,180,180
0.7524999999999999,180,180
0.7533333333333333,180,180
0.7541666666666667,180,180
0.755,180,180
0.7558333333333334,180,180
0.7566666666666667,180,180
0.7575,180,180
0.7583333333333333,180,180
0.7591666666666667,180,180
0.76,180,180
0.7608333333333334,180,180
0.7616666666666667,180,180
0.7625,180,180
0.7633333333333333,180,180
0.7641666666666667,180,180
0.765,180,180
0.7658333333333334,180,180
0.7666666666666667,180,180
0.7675,180,180
0.7683333333333333,180,180
0.7691666666666667,180,180
0.77,180,180
0.7708333333333334,180,180
0.7716666666666666,180,180
0.7725,180,180
0.7733333333333333,180,180
0.7741666666666667,180,180
0.775,180,180
0.7758333333333334,180,180
0.7766666666666666,180,180
0.7775,180,180
0.7783333333333333,180,180
0.7791666666666667,180,180
0.78,180,180
0.7808333333333334,180,180
0.7816666666666666,180,180
0.7825,180,180
0.7833333333333333,180,180
0.7841666666666667,180,180
0.785,180,180
0.7858333333333334,180,180
0.7866666666666666,180,180
0.7875,180,180
0.7883333333333333,180,180
0.7891666666666667,180,180
0.79,180,180
0.7908333333333334,180,180
0.7916666666666666,180,180
0.7925,180,180
0.7933333333333333,180,180
0.7941666666666667,180,180
0.795,180,180
0.7958333333333333,180,180
0.7966666666666666,180,180
0.7975,180,180
0.7983333333333333,180,180
0.7991666666666667,180,180
0.8,180,180
0.8008333333333333,180,180
0.8016666666666666,180,180
0.8025,180,180
0.8033333333333333,180,180
0.8041666666666667,180,180
0.805,180,180
0.8058333333333333,180,180
0.8066666666666666,180,180
0.8075,180,180
0.8083333333333333,180,180
0.8091666666666667,180,180
0.8100000000000001,180,180
0.8108333333333333,180,180
0.8116666666666666,180,180
0.8125,180,180
0.8133333333333334,180,180
0.8141666666666667,180,180
0.8149999999999999,180,180
0.8158333333333333,180,180
0.8166666666666667,180,180
0.8175,180,180
0.8183333333333334,180,180
0.8191666666666667,180,180
0.82,180,180
0.8208333333333333,180,180
0.8216666666666667,180,180
0.8225,180,180
0.8233333333333334,180,180
0.8241666666666667,180,180
0.825,180,180
0.8258333333333333,180,180
0.8266666666666667,180,180
0.8275,180,180
0.8283333333333334,180,180
0.8291666666666667,180,180
0.83,180,180
0.8308333333333333,180,180
0.8316666666666667,180,180
0.8325,180,180
0.8333333333333334,180,180
0.8341666666666666,180,180
0.835,180,180
0.8358333333333333,180,180
0.8366666666666667,180,180
0.8375,180,180
0.8383333333333334,180,180
0.8391666666666666,180,180
0.84,180,180
0.8408333333333333,180,180
0.8416666666666667,180,180
0.8425,180,180
0.8433333333333334,180,180
0.8441666666666666,180,180
0.845,180,180
0.8458333333333333,180,180
0.8466666666666667,180,180
0.8475,180,180
0.8483333333333334,180,180
0.8491666666666666,180,180
0.85,180,180
0.8508333333333333,180,180
0.8516666666666667,180,180
0.8525,180,180
0.8533333333333334,180,180
0.8541666666666666,180,180
0.855,180,180
0.8558333333333333,180,180
0.8566666666666667,180,180
0.8575,180,180
0.8583333333333333,180,180
0.8591666666666666,180,180
0.86,180,180
0.8608333333333333,180,180
0.8616666666666667,180,180
0.8625,180,180
0.8633333333333333,180,180
0.8641666666666666,180,180
0.865,180,180
0.8658333333333333,180,180
0.8666666666666667,180,180
0.8675,180,180
0.8683333333333333,180,180
0.8691666666666666,180,180
0.87,180,180
0.8708333333333333,180,180
0.8716666666666667,180,180
0.8725000000000001,180,180
0.8733333333333333,180,180
0.8741666666666666,180,180
0.875,180,180
0.8758333333333334,180,180
0.8766666666666667,180,180
0.8774999999999999,180,180
0.8783333333333333,180,180
0.8791666666666667,180,180
0.88,180,180
0.8808333333333334,180,180
0.8816666666666667,180,180
0.8825,180,180
0.8833333333333333,180,180
0.8841666666666667,180,180
0.885,180,180
0.8858333333333334,180,180
0.8866666666666667,180,180
0.8875,180,180
0.8883333333333333,180,180
0.8891666666666667,180,180
0.89,180,180
0.8908333333333334,180,180
0.8916666666666667,180,180
0.8925,180,180
0.8933333333333333,180,180
0.8941666666666667,180,180
0.895,180,180
0.8958333333333334,180,180
0.8966666666666666,180,180
0.8975,180,180
0.8983333333333333,180,180
0.8991666666666667,180,180
0.9,180,180
0.9008333333333334,180,180
0.9016666666666666,180,180
0.9025,180,180
0.9033333333333333,180,180
0.9041666666666667,180,180
0.905,180,180
0.9058333333333334,180,180
0.9066666666666666,180,180
0.9075,180,180
0.9083333333333333,180,180
0.9091666666666667,180,180
0.91,180,180
0.9108333333333334,180,180
0.9116666666666666,180,180
0.9125,180,180
0.9133333333333333,180,180
0.9141666666666667,180,180
0.915,180,180
0.9158333333333334,180,180
0.9166666666666666,180,180
0.9175,180,180
0.9183333333333333,180,180
0.9191666666666667,180,180
0.92,180,180
0.9208333333333333,180,180
0.9216666666666666,180,180
0.9225,180,180
0.9233333333333333,180,180
0.9241666666666667,180,180
0.925,180,180
0.9258333333333333,180,180
0.9266666666666666,180,180
0.9275,180,180
0.9283333333333333,180,180
0.9291666666666667,180,180
0.93,180,180
0.9308333333333333,180,180
0.9316666666666666,180,180
0.9325,180,180
0.9333333333333333,180,180
0.9341666666666667,180,180
0.9350000000000001,180,180
0.9358333333333333,180,180
0.9366666666666666,180,180
0.9375,180,180
0.9383333333333334,180,180
0.9391666666666667,180,180
0.9399999999999999,180,180
0.9408333333333333,180,180
0.9416666666666667,180,180
0.9425,180,180
0.9433333333333334,180,180
0.9441666666666667,180,180
0.945,180,180
0.9458333333333333,180,180
0.9466666666666667,180,180
0.9475,180,180
0.9483333333333334,180,180
0.9491666666666667,180,180
0.95,180,180
0.9508333333333333,180,180
0.9516666666666667,180,180
0.9525,180,180
0.9533333333333334,180,180
0.9541666666666667,180,180
0.955,180,180
0.9558333333333333,180,180
0.9566666666666667,180,180
0.9575,180,180
0.9583333333333334,180,180
0.9591666666666666,180,180
0.96,180,180
0.9608333333333333,180,180
0.9616666666666667,180,180
0.9625,180,180
0.9633333333333334,180,180
0.9641666666666666,180,180
0.965,180,180
0.9658333333333333,180,180
0.9666666666666667,180,180
0.9675,180,180
0.9683333333333334,180,180
0.9691666666666666,180,180
0.97,180,180
0.9708333333333333,180,180
0.9716666666666667,180,180
0.9725,180,180
0.9733333333333334,180,180
0.9741666666666666,180,180
0.975,180,180
0.9758333333333333,180,180
0.9766666666666667,180,180
0.9775,180,180
0.9783333333333334,180,180
0.9791666666666666,180,180
0.98,180,180
0.9808333333333333,180,180
0.9816666666666667,180,180
0.9825,180,180
0.9833333333333333,180,180
0.9841666666666666,180,180
0.985,180,180
0.9858333333333333,180,180
0.9866666666666667,180,180
0.9875,180,180
0.9883333333333333,180,180
0.9891666666666666,180,180
0.99,180,180
0.9908333333333333,180,180
0.9916666666666667,180,180
0.9925,180,180
0.9933333333333333,180,180
0.9941666666666666,180,180
0.995,180,180
0.9958333333333333,180,180
0.9966666666666667,180,180
0.9975000000000001,180,180
0.9983333333333333,180,180
0.9991666666666666,180,180
1,180,180
1.000000000200003,180,180
1.000000000200003,190,180
1.000833333333333,190,180.000073729783
1.001666666666667,190,180.0002935643047
1.0025,190,180.0006201278928
